id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
FOXG_16418	62687,69667	0	125375,3933	Inf	Inf	1,14E-22	1,88E-18
FOXG_14253	2574,068434	0	5148,136869	Inf	Inf	2,59E-16	1,07E-12
FOXG_16417	2055,28947	0	4110,57894	Inf	Inf	7,99E-16	2,63E-12
FOXG_20174	1697,884983	0	3395,769966	Inf	Inf	1,18E-15	3,25E-12
FOXG_16416	1574,439293	0	3148,878586	Inf	Inf	2,97E-15	6,99E-12
FOXG_11336	1066,29209	0	2132,58418	Inf	Inf	1,66E-14	2,48E-11
FOXG_SIX8-51	937,9012494	0	1875,802499	Inf	Inf	3,33E-14	3,91E-11
FOXG_09661	811,6090592	0	1623,218118	Inf	Inf	4,42E-14	4,85E-11
FOXG_17459	824,7782263	0	1649,556453	Inf	Inf	6,33E-14	6,36E-11
FOXG_12952	856,9596881	0	1713,919376	Inf	Inf	6,57E-14	6,36E-11
FOXG_17449	708,22604	0	1416,45208	Inf	Inf	1,11E-13	8,67E-11
FOXG_17453	610,4816053	0	1220,963211	Inf	Inf	1,82E-13	1,30E-10
FOXG_SIX7	600,4906797	0	1200,981359	Inf	Inf	2,32E-13	1,53E-10
FOXG_17448	616,1309856	0	1232,261971	Inf	Inf	2,42E-13	1,53E-10
FOXG_13625	611,2370118	0	1222,474024	Inf	Inf	3,13E-13	1,91E-10
FOXG_09102	584,670666	0	1169,341332	Inf	Inf	3,48E-13	2,04E-10
FOXG_13628	470,9153236	0	941,8306473	Inf	Inf	6,05E-13	2,93E-10
FOXG_SIX12	422,946484	0	845,892968	Inf	Inf	6,37E-13	3,00E-10
FOXG_13210	480,6302357	0	961,2604714	Inf	Inf	7,68E-13	3,47E-10
FOXG_10717	443,0704506	0	886,1409012	Inf	Inf	8,94E-13	3,87E-10
FOXG_14144	401,4504068	0	802,9008136	Inf	Inf	1,68E-12	6,63E-10
FOXG_17455	378,7277606	0	757,4555212	Inf	Inf	1,73E-12	6,63E-10
FOXG_04565	356,9452348	0	713,8904697	Inf	Inf	2,53E-12	9,25E-10
FOXG_10801	351,0922209	0	702,1844418	Inf	Inf	3,20E-12	1,05E-09
FOXG_07489	345,1940056	0	690,3880112	Inf	Inf	3,74E-12	1,16E-09
FOXG_09660	276,7131073	0	553,4262147	Inf	Inf	6,10E-12	1,86E-09
FOXG_11740	316,3926824	0	632,7853648	Inf	Inf	6,34E-12	1,90E-09
FOXG_SIX14	256,082087	0	512,1641741	Inf	Inf	1,14E-11	3,29E-09
FOXG_08735	246,1915804	0	492,3831608	Inf	Inf	1,54E-11	4,15E-09
FOXG_13188	232,0028319	0	464,0056638	Inf	Inf	1,89E-11	5,01E-09
FOXG_06421	264,9702349	0	529,9404697	Inf	Inf	2,21E-11	5,78E-09
FOXG_15265	210,2024163	0	420,4048327	Inf	Inf	2,67E-11	6,77E-09
FOXG_17458	208,0359302	0	416,0718603	Inf	Inf	3,31E-11	8,12E-09
FOXG_13249	204,9353226	0	409,8706452	Inf	Inf	3,92E-11	9,22E-09
FOXG_13381	219,9145009	0	439,8290019	Inf	Inf	4,08E-11	9,37E-09
FOXG_13494	198,3732861	0	396,7465722	Inf	Inf	4,10E-11	9,37E-09
FOXG_17498	212,0809098	0	424,1618195	Inf	Inf	5,00E-11	1,08E-08
FOXG_17523	209,6337702	0	419,2675404	Inf	Inf	5,49E-11	1,17E-08
FOXG_17122	184,8231987	0	369,6463974	Inf	Inf	7,17E-11	1,51E-08
FOXG_16612	184,8125192	0	369,6250384	Inf	Inf	7,53E-11	1,53E-08
FOXG_13345	167,7280653	0	335,4561306	Inf	Inf	7,55E-11	1,53E-08
FOXG_04670	188,5355972	0	377,0711944	Inf	Inf	7,93E-11	1,57E-08
FOXG_14784	171,8084649	0	343,6169297	Inf	Inf	8,76E-11	1,70E-08
FOXG_17013	160,773515	0	321,54703	Inf	Inf	1,13E-10	2,11E-08
FOXG_09588	161,8375365	0	323,675073	Inf	Inf	1,17E-10	2,16E-08
FOXG_06570	152,1932841	0	304,3865682	Inf	Inf	1,31E-10	2,34E-08
FOXG_09643	148,3991758	0	296,7983515	Inf	Inf	1,39E-10	2,45E-08
FOXG_02720	157,9887782	0	315,9775564	Inf	Inf	1,40E-10	2,45E-08
FOXG_15793	167,0468159	0	334,0936318	Inf	Inf	1,50E-10	2,55E-08
FOXG_04007	150,6638017	0	301,3276034	Inf	Inf	1,66E-10	2,74E-08
FOXG_22825	149,6704951	0	299,3409902	Inf	Inf	1,75E-10	2,85E-08
FOXG_04532	143,0866192	0	286,1732384	Inf	Inf	2,09E-10	3,24E-08
FOXG_04823	156,0190011	0	312,0380021	Inf	Inf	2,11E-10	3,24E-08
FOXG_16880	128,5893655	0	257,178731	Inf	Inf	2,48E-10	3,69E-08
FOXG_10926	142,6662014	0	285,3324028	Inf	Inf	2,49E-10	3,69E-08
FOXG_14695	118,6513757	0	237,3027513	Inf	Inf	3,95E-10	5,71E-08
FOXG_07463	128,0821207	0	256,1642414	Inf	Inf	5,83E-10	8,06E-08
FOXG_05904	119,6007742	0	239,2015484	Inf	Inf	8,14E-10	1,08E-07
FOXG_21451	104,13136	0	208,26272	Inf	Inf	8,18E-10	1,08E-07
FOXG_12163	114,0534683	0	228,1069365	Inf	Inf	8,27E-10	1,08E-07
FOXG_01261	105,8259435	0	211,6518871	Inf	Inf	8,73E-10	1,13E-07
FOXG_09575	111,1970557	0	222,3941115	Inf	Inf	9,90E-10	1,25E-07
FOXG_14147	100,2921667	0	200,5843335	Inf	Inf	1,21E-09	1,51E-07
FOXG_13415	92,73343284	0	185,4668657	Inf	Inf	1,36E-09	1,67E-07
FOXG_09614	98,10048313	0	196,2009663	Inf	Inf	1,50E-09	1,81E-07
FOXG_02912	90,44087341	0	180,8817468	Inf	Inf	1,63E-09	1,90E-07
FOXG_11973	92,20435502	0	184,40871	Inf	Inf	1,64E-09	1,90E-07
FOXG_14711	83,55666722	0	167,1133344	Inf	Inf	2,40E-09	2,68E-07
FOXG_12186	84,68928324	0	169,3785665	Inf	Inf	2,51E-09	2,79E-07
FOXG_15415	90,83941323	0	181,6788265	Inf	Inf	2,77E-09	3,02E-07
FOXG_22726	84,65794284	0	169,3158857	Inf	Inf	2,90E-09	3,10E-07
FOXG_04863	84,16048807	0	168,3209761	Inf	Inf	3,15E-09	3,28E-07
FOXG_16999	84,35519767	0	168,7103953	Inf	Inf	3,73E-09	3,86E-07
FOXG_17588	73,68154311	0	147,3630862	Inf	Inf	4,76E-09	4,74E-07
FOXG_17404	68,96993459	0	137,9398692	Inf	Inf	5,72E-09	5,64E-07
FOXG_14910	64,63955749	0	129,279115	Inf	Inf	8,37E-09	7,76E-07
FOXG_07461	70,06839982	0	140,1367996	Inf	Inf	8,56E-09	7,87E-07
FOXG_11806	61,23202675	0	122,4640535	Inf	Inf	9,76E-09	8,83E-07
FOXG_17496	62,71071853	0	125,4214371	Inf	Inf	1,26E-08	1,10E-06
FOXG_02506	57,41769709	0	114,8353942	Inf	Inf	1,78E-08	1,53E-06
FOXG_08917	57,45324827	0	114,9064965	Inf	Inf	1,79E-08	1,53E-06
FOXG_17403	53,49897183	0	106,9979437	Inf	Inf	1,90E-08	1,62E-06
FOXG_13627	55,56104702	0	111,122094	Inf	Inf	2,10E-08	1,76E-06
FOXG_15434	54,76821262	0	109,5364252	Inf	Inf	2,17E-08	1,80E-06
FOXG_17456	51,70463022	0	103,4092604	Inf	Inf	2,41E-08	1,98E-06
FOXG_13032	53,60698974	0	107,2139795	Inf	Inf	2,49E-08	2,04E-06
FOXG_13002	52,22120694	0	104,4424139	Inf	Inf	2,54E-08	2,07E-06
FOXG_13192	57,07988115	0	114,1597623	Inf	Inf	2,62E-08	2,11E-06
FOXG_12993	52,37518092	0	104,7503618	Inf	Inf	3,53E-08	2,74E-06
FOXG_17389	48,1914788	0	96,3829576	Inf	Inf	4,53E-08	3,44E-06
FOXG_14577	52,27378386	0	104,5475677	Inf	Inf	4,82E-08	3,64E-06
FOXG_09707	45,26668941	0	90,53337882	Inf	Inf	5,16E-08	3,86E-06
FOXG_04987	43,23698748	0	86,47397495	Inf	Inf	5,67E-08	4,17E-06
FOXG_14951	43,91389404	0	87,82778807	Inf	Inf	5,74E-08	4,20E-06
FOXG_15072	47,25493675	0	94,50987349	Inf	Inf	7,71E-08	5,48E-06
FOXG_14505	42,28385926	0	84,56771853	Inf	Inf	7,73E-08	5,48E-06
FOXG_17401	43,68763342	0	87,37526684	Inf	Inf	8,37E-08	5,86E-06
FOXG_09789	42,92665585	0	85,85331171	Inf	Inf	8,50E-08	5,90E-06
FOXG_17383	39,8628757	0	79,7257514	Inf	Inf	9,85E-08	6,78E-06
FOXG_02823	41,53677034	0	83,07354067	Inf	Inf	1,32E-07	8,75E-06
FOXG_04139	39,94422122	0	79,88844243	Inf	Inf	1,33E-07	8,75E-06
FOXG_15346	39,07444983	0	78,14889967	Inf	Inf	1,39E-07	9,06E-06
FOXG_11888	40,95724302	0	81,91448603	Inf	Inf	1,39E-07	9,06E-06
FOXG_07487	34,70985471	0	69,41970942	Inf	Inf	1,46E-07	9,40E-06
FOXG_09147	34,60267189	0	69,20534378	Inf	Inf	1,76E-07	1,11E-05
FOXG_09644	36,97878111	0	73,95756221	Inf	Inf	1,78E-07	1,12E-05
FOXG_02768	36,27021547	0	72,54043095	Inf	Inf	1,82E-07	1,13E-05
FOXG_10745	34,89689296	0	69,79378591	Inf	Inf	1,90E-07	1,17E-05
FOXG_16459	35,00656269	0	70,01312537	Inf	Inf	1,90E-07	1,17E-05
FOXG_14985	37,16674414	0	74,33348828	Inf	Inf	1,91E-07	1,17E-05
FOXG_09139	44,18247075	0	88,36494151	Inf	Inf	1,98E-07	1,21E-05
FOXG_05891	35,71005674	0	71,42011347	Inf	Inf	1,99E-07	1,21E-05
FOXG_13199	40,56853319	0	81,13706638	Inf	Inf	2,01E-07	1,21E-05
FOXG_12340	35,57845467	0	71,15690935	Inf	Inf	2,12E-07	1,27E-05
FOXG_19280	32,81749172	0	65,63498344	Inf	Inf	2,47E-07	1,46E-05
FOXG_19613	33,54492462	0	67,08984923	Inf	Inf	2,88E-07	1,67E-05
FOXG_12170	33,92496146	0	67,84992292	Inf	Inf	2,90E-07	1,67E-05
FOXG_14879	28,469285	0	56,93857001	Inf	Inf	3,63E-07	1,98E-05
FOXG_05608	33,2699104	0	66,5398208	Inf	Inf	3,68E-07	1,99E-05
FOXG_07391	33,60611054	0	67,21222107	Inf	Inf	3,98E-07	2,12E-05
FOXG_17322	28,13264048	0	56,26528096	Inf	Inf	4,37E-07	2,30E-05
FOXG_18875	30,31306643	0	60,62613286	Inf	Inf	4,73E-07	2,46E-05
FOXG_05617	28,646201	0	57,29240201	Inf	Inf	4,77E-07	2,47E-05
FOXG_11847	27,62991638	0	55,25983276	Inf	Inf	5,95E-07	3,03E-05
FOXG_17280	29,27738526	0	58,55477052	Inf	Inf	6,12E-07	3,10E-05
FOXG_02733	28,10403362	0	56,20806724	Inf	Inf	6,25E-07	3,13E-05
FOXG_17607	26,05476535	0	52,1095307	Inf	Inf	7,10E-07	3,52E-05
FOXG_02510	28,20635067	0	56,41270133	Inf	Inf	8,02E-07	3,94E-05
FOXG_03864	26,00760184	0	52,01520367	Inf	Inf	8,06E-07	3,95E-05
FOXG_13632	28,010187	0	56,02037399	Inf	Inf	8,34E-07	4,06E-05
FOXG_05802	28,09716134	0	56,19432268	Inf	Inf	8,35E-07	4,06E-05
FOXG_17562	27,71058374	0	55,42116748	Inf	Inf	8,66E-07	4,17E-05
FOXG_07451	26,93790895	0	53,87581789	Inf	Inf	9,73E-07	4,64E-05
FOXG_04741	26,56466754	0	53,12933508	Inf	Inf	1,06E-06	4,98E-05
FOXG_08978	22,16471899	0	44,32943798	Inf	Inf	1,17E-06	5,48E-05
FOXG_12079	25,40814869	0	50,81629739	Inf	Inf	1,19E-06	5,53E-05
FOXG_14513	23,94455299	0	47,88910598	Inf	Inf	1,21E-06	5,63E-05
FOXG_13299	23,58095343	0	47,16190686	Inf	Inf	1,32E-06	6,03E-05
FOXG_17433	24,6354739	0	49,2709478	Inf	Inf	1,34E-06	6,11E-05
FOXG_15339	22,42093798	0	44,84187597	Inf	Inf	1,42E-06	6,44E-05
FOXG_06038	23,2496911	0	46,4993822	Inf	Inf	1,44E-06	6,48E-05
FOXG_09138	27,78336914	0	55,56673827	Inf	Inf	2,24E-06	9,72E-05
FOXG_04541	23,32782267	0	46,65564534	Inf	Inf	2,35E-06	0,000101115
FOXG_05580	22,89605205	0	45,7921041	Inf	Inf	2,46E-06	0,000105219
FOXG_14511	22,91260219	0	45,82520438	Inf	Inf	2,59E-06	0,000109904
FOXG_14778	19,48000202	0	38,96000403	Inf	Inf	3,05E-06	0,000127389
FOXG_07513	19,67021819	0	39,34043638	Inf	Inf	3,06E-06	0,000127428
FOXG_12585	19,90289385	0	39,80578769	Inf	Inf	3,24E-06	0,000133958
FOXG_16915	18,75846774	0	37,51693547	Inf	Inf	3,37E-06	0,000138474
FOXG_05600	19,52917204	0	39,05834408	Inf	Inf	3,40E-06	0,000139682
FOXG_04524	19,76799294	0	39,53598588	Inf	Inf	3,42E-06	0,000139798
FOXG_17291	20,38431489	0	40,76862979	Inf	Inf	3,64E-06	0,000147664
FOXG_13540	20,5162845	0	41,03256901	Inf	Inf	3,64E-06	0,000147664
FOXG_13636	20,1297069	0	40,25941381	Inf	Inf	3,83E-06	0,000153765
FOXG_10237	17,27956535	0	34,55913069	Inf	Inf	3,90E-06	0,000155605
FOXG_09888	18,93707158	0	37,87414316	Inf	Inf	3,99E-06	0,00015819
FOXG_12535	18,01246533	0	36,02493066	Inf	Inf	4,42E-06	0,000173406
FOXG_17754	18,17355822	0	36,34711645	Inf	Inf	4,43E-06	0,000173406
FOXG_05759	19,18979397	0	38,37958794	Inf	Inf	4,75E-06	0,000185127
FOXG_09141	17,87812972	0	35,75625944	Inf	Inf	5,25E-06	0,000201943
FOXG_11873	17,12397556	0	34,24795112	Inf	Inf	5,52E-06	0,000211384
FOXG_07066	21,20628062	0	42,41256125	Inf	Inf	5,76E-06	0,00021902
FOXG_22249	16,39922733	0	32,79845467	Inf	Inf	6,18E-06	0,000230641
FOXG_17176	17,71486858	0	35,42973717	Inf	Inf	6,27E-06	0,000233541
FOXG_19584	18,20175672	0	36,40351344	Inf	Inf	6,30E-06	0,000234197
FOXG_15742	16,31622999	0	32,63245998	Inf	Inf	6,99E-06	0,000254387
FOXG_14785	17,94139899	0	35,88279798	Inf	Inf	7,10E-06	0,00025802
FOXG_17088	17,0002426	0	34,0004852	Inf	Inf	7,49E-06	0,000270262
FOXG_14524	15,80467598	0	31,60935195	Inf	Inf	8,40E-06	0,000298664
FOXG_01352	17,12031723	0	34,24063446	Inf	Inf	8,50E-06	0,000301557
FOXG_17727	15,58903087	0	31,17806174	Inf	Inf	8,95E-06	0,000313864
FOXG_17564	16,09889704	0	32,19779408	Inf	Inf	9,59E-06	0,000333548
FOXG_22058	16,76655726	0	33,53311453	Inf	Inf	9,64E-06	0,000334602
FOXG_15783	17,22753606	0	34,45507213	Inf	Inf	9,67E-06	0,000335065
FOXG_11838	15,75429852	0	31,50859703	Inf	Inf	1,02E-05	0,00035003
FOXG_12704	16,04775653	0	32,09551306	Inf	Inf	1,02E-05	0,00035003
FOXG_13099	15,09479005	0	30,1895801	Inf	Inf	1,33E-05	0,000440409
FOXG_13536	16,29111973	0	32,58223946	Inf	Inf	1,34E-05	0,000442411
FOXG_05395	16,88446365	0	33,76892729	Inf	Inf	1,34E-05	0,000442893
FOXG_10087	14,03432209	0	28,06864418	Inf	Inf	1,42E-05	0,000464632
FOXG_21336	12,71622994	0	25,43245988	Inf	Inf	1,62E-05	0,000521005
FOXG_20820	14,73809879	0	29,47619758	Inf	Inf	1,64E-05	0,000522865
FOXG_18375	12,56827549	0	25,13655098	Inf	Inf	1,75E-05	0,000552454
FOXG_13417	14,35794908	0	28,71589817	Inf	Inf	1,76E-05	0,000554569
FOXG_13027	14,15857147	0	28,31714294	Inf	Inf	1,89E-05	0,000589644
FOXG_19481	14,57435725	0	29,14871449	Inf	Inf	1,89E-05	0,000589644
FOXG_14887	13,54329522	0	27,08659043	Inf	Inf	2,18E-05	0,000667877
FOXG_08992	13,83032533	0	27,66065066	Inf	Inf	2,18E-05	0,000667877
FOXG_06548	12,47639936	0	24,95279872	Inf	Inf	2,35E-05	0,000714151
FOXG_12448	13,21155248	0	26,42310497	Inf	Inf	2,35E-05	0,000714151
FOXG_14004	13,45065603	0	26,90131206	Inf	Inf	2,54E-05	0,000760749
FOXG_19243	12,4929495	0	24,985899	Inf	Inf	2,54E-05	0,000760749
FOXG_15831	12,45097043	0	24,90194085	Inf	Inf	2,54E-05	0,000760749
FOXG_02762	12,38970767	0	24,77941533	Inf	Inf	2,54E-05	0,000760749
FOXG_13130	15,17934952	0	30,35869903	Inf	Inf	2,74E-05	0,000803869
FOXG_00004	12,83831108	0	25,67662216	Inf	Inf	2,74E-05	0,000803869
FOXG_13562	14,26117116	0	28,52234233	Inf	Inf	3,20E-05	0,000910051
FOXG_07465	13,31310648	0	26,62621295	Inf	Inf	3,20E-05	0,000910051
FOXG_12826	12,16518377	0	24,33036754	Inf	Inf	3,21E-05	0,000910051
FOXG_04801	12,15875587	0	24,31751174	Inf	Inf	3,21E-05	0,000910051
FOXG_02960	12,11356285	0	24,2271257	Inf	Inf	3,21E-05	0,000910051
FOXG_13563	12,1103489	0	24,22069781	Inf	Inf	3,21E-05	0,000910051
FOXG_20978	12,04587219	0	24,09174439	Inf	Inf	3,21E-05	0,000910051
FOXG_15701	11,55898406	0	23,11796812	Inf	Inf	3,22E-05	0,000910149
FOXG_12058	12,68147784	0	25,36295567	Inf	Inf	3,47E-05	0,000965396
FOXG_13623	12,66219415	0	25,3243883	Inf	Inf	3,47E-05	0,000965396
FOXG_09607	14,25872027	0	28,51744054	Inf	Inf	3,75E-05	0,001030718
FOXG_21018	12,5142397	0	25,02847939	Inf	Inf	3,77E-05	0,001031875
FOXG_20652	12,09182827	0	24,18365654	Inf	Inf	3,77E-05	0,001031875
FOXG_10385	11,35374385	0	22,70748769	Inf	Inf	4,11E-05	0,001100884
FOXG_09683	11,57706031	0	23,15412062	Inf	Inf	4,86E-05	0,001250762
FOXG_05597	11,04497915	0	22,0899583	Inf	Inf	4,88E-05	0,001253771
FOXG_14654	10,92566758	0	21,85133516	Inf	Inf	4,88E-05	0,001253771
FOXG_10955	10,50325615	0	21,0065123	Inf	Inf	4,90E-05	0,001255071
FOXG_10776	10,16829947	0	20,33659894	Inf	Inf	5,37E-05	0,001343918
FOXG_06741	11,7519698	0	23,5039396	Inf	Inf	5,76E-05	0,001424633
FOXG_15345	11,5165606	0	23,0331212	Inf	Inf	5,77E-05	0,001425298
FOXG_13476	11,11041667	0	22,22083333	Inf	Inf	5,79E-05	0,001428801
FOXG_15114	10,78783537	0	21,57567074	Inf	Inf	5,81E-05	0,001431016
FOXG_13324	10,02355896	0	20,04711793	Inf	Inf	5,87E-05	0,001440851
FOXG_10208	12,09781178	0	24,19562356	Inf	Inf	6,84E-05	0,001650079
FOXG_12060	11,26584472	0	22,53168943	Inf	Inf	6,90E-05	0,001661632
FOXG_08873	10,9014821	0	21,80296421	Inf	Inf	6,93E-05	0,001666286
FOXG_13788	10,58874041	0	21,17748081	Inf	Inf	6,95E-05	0,001669479
FOXG_22690	10,5242637	0	21,04852739	Inf	Inf	6,96E-05	0,001669479
FOXG_21337	10,18239872	0	20,36479743	Inf	Inf	6,99E-05	0,001675066
FOXG_11110	10,54081384	0	21,08162768	Inf	Inf	7,62E-05	0,001805842
FOXG_04313	9,789393223	0	19,57878645	Inf	Inf	7,71E-05	0,00182438
FOXG_12030	9,347980759	0	18,69596152	Inf	Inf	8,52E-05	0,001974468
FOXG_05654	10,08361429	0	20,16722857	Inf	Inf	9,23E-05	0,002113615
FOXG_06522	10,02556547	0	20,05113095	Inf	Inf	9,23E-05	0,002113615
FOXG_11769	9,867686529	0	19,73537306	Inf	Inf	9,26E-05	0,0021137
FOXG_09897	8,951761317	0	17,90352263	Inf	Inf	9,44E-05	0,002144263
FOXG_15553	10,26466902	0	20,52933805	Inf	Inf	0,000101063	0,002271989
FOXG_04525	9,387989342	0	18,77597868	Inf	Inf	0,000113149	0,002514965
FOXG_04661	9,349224216	0	18,69844843	Inf	Inf	0,000113247	0,002514965
FOXG_14715	9,626895138	0	19,25379028	Inf	Inf	0,000124084	0,002706552
FOXG_10150	9,375416201	0	18,7508324	Inf	Inf	0,000124777	0,002712457
FOXG_11854	9,217819905	0	18,43563981	Inf	Inf	0,000138279	0,002966771
FOXG_17565	9,10172228	0	18,20344456	Inf	Inf	0,000138678	0,002967147
FOXG_12382	9,056529258	0	18,11305852	Inf	Inf	0,000138837	0,002967147
FOXG_09633	8,160085487	0	16,32017097	Inf	Inf	0,000142468	0,003029001
FOXG_09858	9,179535182	0	18,35907036	Inf	Inf	0,000153052	0,003225175
FOXG_10687	9,392729396	0	18,78545879	Inf	Inf	0,000168594	0,003516322
FOXG_13472	8,844578501	0	17,689157	Inf	Inf	0,000171052	0,003563081
FOXG_17462	8,496285625	0	16,99257125	Inf	Inf	0,000172826	0,003590545
FOXG_18871	8,315711292	0	16,63142258	Inf	Inf	0,00017382	0,003602499
FOXG_14798	9,060986662	0	18,12197332	Inf	Inf	0,000188631	0,003861524
FOXG_20977	9,054558767	0	18,10911753	Inf	Inf	0,000188665	0,003861524
FOXG_16530	8,551883543	0	17,10376709	Inf	Inf	0,000212813	0,004255232
FOXG_17365	8,43257197	0	16,86514394	Inf	Inf	0,000213635	0,004266468
FOXG_15329	8,374523157	0	16,74904631	Inf	Inf	0,000214045	0,004269479
FOXG_22772	7,413602678	0	14,82720536	Inf	Inf	0,00022203	0,004408118
FOXG_13017	7,978784119	0	15,95756824	Inf	Inf	0,00026975	0,005137739
FOXG_02997	7,707823742	0	15,41564748	Inf	Inf	0,000272667	0,005169363
FOXG_11757	6,869428783	0	13,73885757	Inf	Inf	0,000283544	0,005340949
FOXG_14747	8,446671218	0	16,89334244	Inf	Inf	0,000296468	0,00553766
FOXG_19284	7,917804008	0	15,83560802	Inf	Inf	0,000302277	0,005614308
FOXG_13631	7,753497167	0	15,50699433	Inf	Inf	0,000304284	0,005638853
FOXG_10169	7,676447318	0	15,35289464	Inf	Inf	0,000341977	0,006211443
FOXG_14796	6,738024473	0	13,47604895	Inf	Inf	0,000358032	0,006446146
FOXG_07293	7,770329959	0	15,54065992	Inf	Inf	0,000382369	0,006809812
FOXG_17430	7,422037083	0	14,84407417	Inf	Inf	0,000388266	0,006907352
FOXG_04720	6,941576844	0	13,88315369	Inf	Inf	0,000397615	0,007035642
FOXG_01271	7,986738121	0	15,97347624	Inf	Inf	0,000426359	0,007440251
FOXG_14137	7,728831289	0	15,45766258	Inf	Inf	0,00043091	0,007487914
FOXG_15485	7,680424319	0	15,36084864	Inf	Inf	0,000431806	0,007495575
FOXG_17689	7,386966308	0	14,77393262	Inf	Inf	0,000437552	0,007568014
FOXG_18964	7,203178027	0	14,40635605	Inf	Inf	0,000441446	0,007614707
FOXG_17608	6,606620162	0	13,21324032	Inf	Inf	0,000455949	0,007823884
FOXG_16325	7,290632773	0	14,58126555	Inf	Inf	0,000495686	0,008355564
FOXG_16926	7,284204877	0	14,56840975	Inf	Inf	0,000495841	0,008355564
FOXG_17574	7,274563034	0	14,54912607	Inf	Inf	0,000496074	0,008355564
FOXG_13391	7,113272387	0	14,22654477	Inf	Inf	0,000500083	0,008397317
FOXG_18868	6,990746866	0	13,98149373	Inf	Inf	0,000503282	0,008433813
FOXG_17036	6,881077136	0	13,76215427	Inf	Inf	0,000506264	0,008475152
FOXG_06034	6,494216888	0	12,98843378	Inf	Inf	0,000517779	0,008615341
FOXG_15779	6,432954128	0	12,86590826	Inf	Inf	0,000519759	0,008639556
FOXG_21801	5,736368376	0	11,47273675	Inf	Inf	0,000545991	0,009008366
FOXG_03775	7,258775945	0	14,51755189	Inf	Inf	0,000561179	0,009170568
FOXG_21453	6,57202979	0	13,14405958	Inf	Inf	0,000582589	0,009399101
FOXG_17643	6,407525196	0	12,81505039	Inf	Inf	0,000588561	0,009486158
FOXG_15819	6,352690331	0	12,70538066	Inf	Inf	0,000590637	0,009510291
FOXG_15228	6,988295972	0	13,97659194	Inf	Inf	0,000644812	0,010173564
FOXG_17730	6,740030983	0	13,48006197	Inf	Inf	0,000653734	0,010284754
FOXG_11009	6,440145076	0	12,88029015	Inf	Inf	0,000665644	0,010442171
FOXG_10386	6,146687065	0	12,29337413	Inf	Inf	0,000678688	0,010596285
FOXG_22940	5,946829046	0	11,89365809	Inf	Inf	0,000688479	0,010728797
FOXG_15532	6,714602051	0	13,4292041	Inf	Inf	0,000743886	0,011397945
FOXG_09738	6,585648634	0	13,17129727	Inf	Inf	0,000749574	0,011453108
FOXG_11673	6,408288249	0	12,8165765	Inf	Inf	0,000757857	0,011568912
FOXG_13194	6,208430229	0	12,41686046	Inf	Inf	0,000767886	0,011678673
FOXG_02671	6,172879051	0	12,3457581	Inf	Inf	0,000769753	0,011696262
FOXG_16905	6,121258133	0	12,24251627	Inf	Inf	0,000772511	0,011726557
FOXG_14576	6,437694182	0	12,87538836	Inf	Inf	0,000861857	0,012916863
FOXG_12033	6,257119848	0	12,5142397	Inf	Inf	0,000872007	0,01303337
FOXG_10961	6,199071036	0	12,39814207	Inf	Inf	0,000875423	0,013072558
FOXG_02642	6,08297341	0	12,16594682	Inf	Inf	0,000882494	0,013166208
FOXG_10972	5,783087504	0	11,56617501	Inf	Inf	0,000902374	0,013417526
FOXG_10584	5,779873556	0	11,55974711	Inf	Inf	0,000902601	0,013417526
FOXG_22702	5,638064349	0	11,2761287	Inf	Inf	0,000912918	0,01353422
FOXG_15259	6,937918511	0	13,87583702	Inf	Inf	0,000956582	0,014117954
FOXG_17000	6,760558126	0	13,52111625	Inf	Inf	0,000966015	0,014206205
FOXG_08736	6,109165396	0	12,21833079	Inf	Inf	0,001006467	0,014727247
FOXG_12187	5,918949219	0	11,83789844	Inf	Inf	0,001020345	0,014911903
FOXG_07476	5,45134477	0	10,90268954	Inf	Inf	0,001059537	0,015416212
FOXG_22150	5,883878444	0	11,76775689	Inf	Inf	0,001172364	0,016790617
FOXG_10974	5,835471474	0	11,67094295	Inf	Inf	0,001176649	0,016837336
FOXG_02560	5,774208714	0	11,54841743	Inf	Inf	0,001182197	0,016887362
FOXG_09896	5,774208714	0	11,54841743	Inf	Inf	0,001182197	0,016887362
FOXG_17267	5,745283185	0	11,49056637	Inf	Inf	0,001184867	0,016907538
FOXG_17279	5,53237162	0	11,06474324	Inf	Inf	0,001205565	0,017161574
FOXG_17359	5,474322808	0	10,94864562	Inf	Inf	0,001211548	0,017202106
FOXG_18401	5,474322808	0	10,94864562	Inf	Inf	0,001211548	0,017202106
FOXG_07404	5,30017637	0	10,60035274	Inf	Inf	0,001230457	0,017365692
FOXG_09893	5,623040314	0	11,24608063	Inf	Inf	0,001375414	0,019036003
FOXG_19112	5,584472941	0	11,16894588	Inf	Inf	0,001379753	0,019063996
FOXG_20255	5,432824137	0	10,86564827	Inf	Inf	0,001397543	0,019229063
FOXG_18887	5,38120322	0	10,76240644	Inf	Inf	0,001403876	0,019300064
FOXG_11846	5,358705586	0	10,71741117	Inf	Inf	0,001406682	0,019322503
FOXG_20461	5,203842834	0	10,40768567	Inf	Inf	0,0014268	0,01955582
FOXG_10185	5,200628887	0	10,40125777	Inf	Inf	0,001427233	0,01955582
FOXG_04884	6,00395307	0	12,00790614	Inf	Inf	0,001541614	0,020709229
