id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
FOXG_07315	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_07319	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_07423	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_09712	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_10897	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_14415	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_16988	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_18781	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_18903	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_20524	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_22282	0,637293482	0	1,274586965	Inf	Inf	0,399610856	0,939696519
FOXG_03817	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_03829	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_04452	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_05662	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_07279	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_10235	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_10783	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_10973	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_14781	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_14904	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_15097	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_15322	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_16909	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_17518	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_19283	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_20914	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_21151	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_21220	0,582458617	0	1,164917235	Inf	Inf	0,408436666	0,946097587
FOXG_03835	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_03930	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_04522	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_05949	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_06747	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_06769	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_11555	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_12901	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_14227	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_14252	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_15527	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_15551	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_16604	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_17226	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_17228	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_17521	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_20705	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_22793	0,57924467	0	1,15848934	Inf	Inf	0,408992345	0,946097587
FOXG_01259	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_03969	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_04681	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_05794	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_06929	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_07386	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_07431	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_09733	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_12567	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_13005	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_13103	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_13206	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_15858	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_16957	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_17709	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_19333	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_20809	0,521195857	0	1,042391714	Inf	Inf	0,419872405	0,955395506
FOXG_02981	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_03861	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_04012	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_04961	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_05852	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_06170	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_06223	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_06506	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_09413	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_09704	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_12493	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_12902	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_14896	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_15137	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_15541	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_15752	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_15993	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_16046	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_17054	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_17617	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_19617	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_19726	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_20097	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_20202	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_20288	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_21469	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_21988	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_22633	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_22906	0,463147044	0	0,926294089	Inf	Inf	0,432622985	0,961585074
FOXG_01978	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_02337	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_02793	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_02910	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_03970	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_04368	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_04730	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_05021	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_06036	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_06515	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_06547	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_06994	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_07115	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_07263	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_07367	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_07410	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_09639	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_10125	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_10195	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_10531	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_10977	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_11935	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_13039	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_13152	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_14160	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_14249	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_14395	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_14397	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_14627	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_15059	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_15164	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_15190	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_15191	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_15757	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_15810	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_16060	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_17117	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_17350	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_17582	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_17860	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_22199	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_22356	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_22367	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_22497	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_22577	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_22921	0,547387842	0	1,094775685	Inf	Inf	0,579772226	1
FOXG_02640	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_02759	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_06706	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_06823	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_07145	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_07338	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_07393	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_07438	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_07442	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_08486	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_09787	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_09799	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_11410	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_11797	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_13327	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_13722	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_15070	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_15172	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_15371	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_15571	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_16328	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_17171	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_17399	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_18670	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_19313	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_19363	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_19737	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_19940	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_21878	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_22146	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_22217	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_22822	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_22876	0,486125082	0	0,972250164	Inf	Inf	0,588643313	1
FOXG_00404	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_01407	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_01497	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_02635	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_02694	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_02865	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_02888	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_02996	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_04812	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_04834	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_04858	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_04996	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_06595	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_07278	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_08850	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_08993	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_09103	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_09780	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_10818	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_11788	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_11815	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_11879	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_12055	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_12221	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_12227	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_12701	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_13211	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_13443	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_14196	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_14322	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_14393	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_14848	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_14923	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_15066	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_15085	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_15087	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_15202	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_15219	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_15222	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_15895	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_15919	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_16002	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_16478	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_16563	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_16695	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_16910	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_16969	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_17025	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_17166	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_17348	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_17436	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_17702	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_17711	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_18032	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_18047	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_18693	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_19311	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_20695	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_21413	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_21508	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_22467	0,428076269	0	0,856152539	Inf	Inf	0,598664542	1
FOXG_00411	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_00533	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_00624	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_01552	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_02503	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_02789	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_04615	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_04723	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_05668	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_05751	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_05893	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_07080	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_07333	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_07446	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_09631	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_09767	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_12528	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_13507	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_13611	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_13702	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_14296	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_15378	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_15381	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_15868	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_16192	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_16514	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_16574	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_16618	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_16974	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_17234	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_18410	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_18449	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_18554	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_18846	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_18867	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_19025	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_19312	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_19318	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_19589	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_19595	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_19733	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_20231	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_20289	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_20364	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_20989	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_21319	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_22118	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_22220	0,424862322	0	0,849724643	Inf	Inf	0,599273823	1
FOXG_00126	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_01349	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_03704	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_03951	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_04423	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_04521	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_04654	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_04821	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_05071	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_06528	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_06566	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_06606	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_06830	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_07004	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_07134	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_07159	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_07199	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_07228	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_07308	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_07440	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_08908	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_09581	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_10163	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_11402	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_12065	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_13144	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_13320	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_14011	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_14046	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_14367	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_14645	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_14920	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_15155	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_15380	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_15490	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_15850	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_15904	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_16081	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_16290	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_16291	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_16668	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_16706	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_17051	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_17103	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_17236	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_17247	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_17417	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_17431	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_17672	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_17982	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_18950	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_19369	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_19662	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_19900	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_19943	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_20571	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_21278	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_21576	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_21650	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_21757	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_22425	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_PEG4	0,366813509	0	0,733627018	Inf	Inf	0,611455773	1
FOXG_02663	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_02892	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_03772	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_05871	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_05998	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_06724	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_06810	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_07021	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_07052	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_09670	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_09766	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_10958	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_11606	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
FOXG_11798	0,308764696	0	0,617529393	Inf	Inf	0,626355173	1
